Text,label 1,label 2,accident_predicted,ner_locations
"বগালেক থেকে হেঁটে গিয়েছিলাম। কী এক যাত্রা ছিল! সকাল ৯টায় রওনা দিয়ে হেঁটে গিয়ে বিকেল ৫টায় পৌঁছাই। তখন কোনো লাক্সারি রিসোর্ট ছিল না, ছোট ছোট রুম ছিল। আমরা ৫ জন এক রুমে ছিলাম, বাথরুমও ছিল না।",0,normal,0,"['বগা', 'লেক']"
বগালেক থেকে দীর্ঘ হাঁটার মাধ্যমে পৌঁছানোর সেই কঠিন কিন্তু স্মরণীয় ভ্রমণের অভিজ্ঞতা বর্ণনা করা হয়েছে।,0,normal,0,"['বগা', 'লেক']"
"Bogalake theke hike kore gechilam, what a journey! 5 jon ek room e chilam, basic facilities chilo.",0,normal,0,[]
সেই সময়ের বগালেক ভ্রমণ ছিল কঠিন হলেও অত্যন্ত স্মরণীয় এক অভিজ্ঞতা।,0,normal,0,"['সেই', 'সময', 'ের', 'বগা', 'লেক']"
Homeland দেখে মনটা জুড়িয়ে যায়। কিন্তু এখনো পর্যন্ত হাতির মাথা যাওয়া হয়নি।,0,normal,0,[]
"নিজের জন্মভূমি দেখে ভালো লাগা তৈরি হয়, তবে হাতির মাথা এখনো দেখা হয়নি।",0,normal,0,[]
"Homeland dekhe mon full refresh hoy, but Hatir Matha ekhon o jawa hoy nai.",0,normal,0,[]
নিজের এলাকার সৌন্দর্য উপভোগের পাশাপাশি কিছু জায়গা এখনো দেখা বাকি রয়ে গেছে।,0,normal,0,[]
কামিলাছড়িতে বন্য হাতির তাণ্ডবে দুই নারী নিহত হওয়ার ঘটনায় এলাকায় শোকের ছায়া নেমে এসেছে।,1,wildlife attack,1,"['কামিলা', 'ডি']"
কাপ্তাইয়ের সড়কে হঠাৎ বন্য হাতির আক্রমণে দুই বৃদ্ধা নারীর প্রাণহানি ঘটে।,1,wildlife attack,1,"['কাপ', 'তাই']"
কাপ্তাইয়ের কামিলাছড়ি এলাকায় বন্য হাতির আক্রমণে দুই বৃদ্ধা নারীর মর্মান্তিক মৃত্যু হয়েছে।,1,wildlife attack,1,"['কাপ', 'তাই', 'যে', 'কামিলা', 'ডি']"
রোববার বিকেলে কাপ্তাই-আসামবস্তী সড়কে হাতির আক্রমণে প্রাণ হারান ঝর্ণা চাকমা ও সবিতা চাকমা।,1,wildlife attack,1,"['কাপ', 'তাই']"
কাপ্তাইয়ে বন্য হাতির আক্রমণের ঘটনায় নিহতের সংখ্যা দাঁড়িয়েছে দুইজনে।,1,wildlife attack,1,"['কাপ', 'তাই']"
হাতির আক্রমণে কাপ্তাই-আসামবস্তী সড়কে দুই নারী নিহত ও কয়েকটি যানবাহন ক্ষতিগ্রস্ত হয়েছে।,1,wildlife attack,1,"['কাপ', 'তাই']"
"Wild elephant attack on Kaptai-Asambasti road, 2 women killed and several vehicles damaged.",1,wildlife attack,1,[]
Kaptai te elephant attack er ghotonay local people onek panic e ache.,1,wildlife attack,1,[]
Kaptai road e sudden elephant attack e duijon woman mara gechen.,1,wildlife attack,1,[]
Wild elephant er hamlay Kaptai te tragic incident ghotese.,1,wildlife attack,1,[]
Kaptai-Asambasti road e elephant attack e koyekti janbahon khotigrosto hoy.,1,wildlife attack,1,[]
Robbar bikale Kaptai te ghote jawa hatir akromone duijon nari mara jan.,1,wildlife attack,1,[]
বন্য হাতির হামলায় নিহত মেশি মারমার স্বজনদের জন্য ৩ লাখ টাকার অনুদান প্রদান করা হয়েছে।,1,wildlife attack,1,[]
হাতির আক্রমণে নিহতের পরিবারকে ৩ লাখ টাকা প্রদান করেছে বন বিভাগ।,1,wildlife attack,1,[]
Meshi Marma-r family ke Forest Department theke 3 lakh taka grant deya hoyeche.,1,wildlife attack,1,[]
Bon Bibhag Meshi Marma-r family-r pashe dariye 3 lakh taka prodan koreche.,1,wildlife attack,1,[]
Kaukhali te elephant attack e nihoto byaktir poribar ke onudan deya hoyeche.,1,wildlife attack,1,[]
ফসলের জমিতে কাজ করার সময় হাতির আক্রমণে প্রাণ হারান এক কৃষক।,1,wildlife attack,1,[]
রাঙামাটিতে হাতির তাণ্ডবে একজন কৃষকের মৃত্যু হয়েছে।,1,wildlife attack,1,['রাঙামাটিতে']
Wild elephant er hamlay Rangamati te ek farmer nihoto hoyechen.,1,wildlife attack,1,[]
বন্য হাতির হামলায় আরেকটি প্রাণহানির ঘটনা ঘটেছে কাপ্তাইয়ে।,1,wildlife attack,1,"['কাপ', 'তাই']"
Bonno hatir akromon aro ekti pran kere nilo Kaptai te.,1,wildlife attack,1,[]
কাপ্তাই-আসামবস্তী সড়কের হাতির আক্রমণের ঘটনায় আরেকজনের মৃত্যু হয়েছে।,1,wildlife attack,1,"['কাপ', 'তাই']"
Kaptai road er elephant attack e injured victim treatment er somoy mara gechen.,1,wildlife attack,1,[]
কাউখালীতে হাতির আক্রমণে নিহতের পরিবার পেল আর্থিক সহায়তা।,1,wildlife attack,1,['কাউখালী']
"রাঙামাটিতে হাতির হামলায় কৃষকের মৃত্যু, এলাকায় শোকের ছায়া।",1,wildlife attack,1,['রাঙামাটিতে']
হাতির আক্রমণে আতঙ্কিত হয়ে পড়ে কাপ্তাইয়ের বনসংলগ্ন এলাকার বাসিন্দারা।,1,wildlife attack,1,"['কাপ', 'তাই']"
রাতে খাবারের সন্ধানে লোকালয়ে এসে হাতির আক্রমণে এক বৃদ্ধ আহত হয়েছেন।,1,wildlife attack,1,[]
কাপ্তাই-চন্দ্রঘোনা সড়কে বন্য হাতির আক্রমণে মোটরসাইকেল আরোহী আহত হয়েছেন।,1,wildlife attack,1,"['কাপ', 'তাই']"
রাঙামাটিতে লোকালয়ে ঢুকে পড়া বন্য হাতির আক্রমণে দুইজন আহত হয়েছেন।,1,wildlife attack,1,['রাঙামাটিতে']
কাউখালীর পাহাড়ি এলাকায় হাতির হামলায় ফসলের ব্যাপক ক্ষয়ক্ষতি হয়েছে।,1,wildlife attack,1,['কাউখালী']
কাপ্তাইয়ে হাতির আক্রমণে প্রাণ গেল স্থানীয় বাসিন্দার।,1,wildlife attack,1,"['কাপ', 'তাই']"
Rangamati te elephant attack e ekjon local resident mara gechen.,1,wildlife attack,1,[]
Wild elephant er hamlay Kaukhali te crop damage hoyeche.,1,wildlife attack,1,[]
Forest side village e wild elephant attack niye panic create hoyeche.,1,wildlife attack,1,[]
Wild elephant attack e motorbike rider seriously injured.,1,wildlife attack,1,[]
Kaptai te elephant attack er por local people atonke ache.,1,wildlife attack,1,[]
Bonno hatir tandobe koyekti fosholi jomi noshto hoye geche.,1,wildlife attack,1,[]
Lokaloye dhuke pora hatir hamlay ek briddho ahoto hoyechen.,1,wildlife attack,1,[]
"Ami jokhon Bandarban jai, mon ta automatically calm hoye jay, what a peaceful place.",0,normal,0,[]
"Bandarban er hill view gula literally mind blow kore dey, especially morning fog.",0,normal,0,[]
"Bandarban is seriously one of the most beautiful place in Bangladesh, ami bar bar jete chai.",0,normal,0,[]
"Bandarban trip ta always emotional hoy, nature so pure and peaceful.",0,normal,0,[]
Bogalake theke Kewkradong hike ta honestly one of the hardest journey of my life.,0,normal,0,[]
"Bogalake trekking e jaiya ami literally exhausted chilam, but happy o chilam.",0,normal,0,[]
Erokom trekking experience Bangladesh e khub kom jaygay pawa jay.,0,normal,0,[]
"Solo travel er jonno Bandarban sometimes difficult hoy, guide force kore dey.",0,normal,0,[]
"Guide chara spot visit kora onek jaygay allow kore na, eta annoying lage.",0,normal,0,[]
Rainy weather e hill area gula aro romantic and beautiful lage.,0,normal,0,[]
Nature er ei silence ta kothao pawa jay na city life e.,0,normal,0,[]
"Age trekking chilo real adventure, now everything is easy but emotion different.",0,normal,0,[]
Old Bandarban trip gular memory still fresh in my mind.,0,normal,0,[]
Amar mone hoy ager travel experience gula more real and challenging chilo.,0,normal,0,[]
Bandarban tourism is improving but still some remote area access limited.,0,normal,0,[]
Local people are very friendly in Bandarban region.,0,normal,0,[]
Nature conservation na korle future e ei beauty loss hoye jabe.,0,normal,0,[]
Tourist der jonno proper guide system improve kora dorkar.,0,normal,0,[]
Ot chakma der na...marma der pani utsob...biju na...biju hoi akdin...15 or 14 tarik...ata hosse sangrai...3 4 din hoi ata..15 tarik theke suru,0,normal,0,[]
"চাকমা নয়, এবং কি উৎসব টা বিজু নয়! উৎসব হচ্ছে মারমা সম্প্রদায়ে বড় উৎসব জল কেলি যেটা কে সবাই কমন ভাবে বলছে পানি খেলা",0,normal,0,[]
Pani khela chakma somprodayer ongsho noi eta muloto Marma Somprodayer festival,0,normal,0,[]
"সাংবিধানিকভাবে ওরা ক্ষুদ্র নৃ জন গোস্টি, বা উপজাতি । তাদেরকে আপনি আদিবাসী বলছেন কেন?",0,normal,0,[]
"আসলে কী বলব মামুন ভাই,আপনি আমাদের ঙাঁসায়হুম অভিযান এর পুরো সৃতিচারণ করিয়ে দিচ্ছেন, এখন মনে হচ্ছে আবারো চলে যায় দূর সীমানার কোন এক পাহাড়ে",0,normal,0,[]
পোয়ামুহুরী জিরো পয়েন্ট পর্যন্ত গিয়েছিলাম গত বছর। সেরা অভিজ্ঞতা,0,normal,0,[]
"আশ্চর্য লাগে ব্রিটিশ ক্যাপ্টেন লুইন কিভাবে চট্টগ্রাম, চকরিয়া, আলীকদম, মাতামুহুরী নদী, সাঙ্গু নদী ধরে ১৮৬২-৬৫ সালের দিকে রাখাইনের কালাদান নদী পর্যন্ত অভিযান করেছিলেন।…আপনাদের জন্য শুভকামনা",0,normal,0,['আলীকদম']
সরকারের উচিত পার্বত্য চট্টগ্রামের সুবিধা বঞ্চিত অঞ্চলে যথাযথ চিকিৎসা ও শিক্ষা নিশ্চিত করা। সৃষ্টিকর্তা পাহাড়ি ভাই-বোনদের ভালো রাখুন।,0,normal,0,[]
আমি আলিকদম এর পালং খৈয়াম পর্যন্ত গিয়েছিলাম,0,normal,0,[]
"আজিজনগর থেকে ছিয়াত্তলি অতঃপর গজালিয়া হয়ে লামা পাহাড় বন সমৃদ্ধ অপূর্ব , ট্র্যাকিং এর জন্য আদর্শ।",0,normal,0,['লামা']
বাঙালি উপজাতিদের থেকে পাহাড়িদের জীবন যাপন সম্পূর্ণ আলাদা,0,normal,0,[]
Vaiader sahoshikota ache. Place sundor but niribili place bipod ache so sabdhane thakte hobe. Amar pahar khub pochondo mone hocche jodi ami ai sondorjo kach theke dekhte partam,0,normal,0,[]
"বান্দরবানের নিষিদ্ধ এলাকাগুলোতে ভ্রমণ করাটা উনাদের উচিত হয়নি। পাহাড়ে যেকোনো সময় বড় বিপদ হতে পারতো, যার দায়ভার শেষ পর্যন্ত প্রশাসনের ওপরই পড়ত। সবারই উচিত সরকারি নির্দেশনা মেনে ভ্রমণ করা।",0,normal,0,"['বান', 'দর', 'বানের']"
পালি মেম্বর পাড়ায় একটা মোরগ নিছিলাম আড়াই কেজি ওজন এর খুব অল্প দামে এবং এক রাত ছিলাম পানির প্রচুর সংকট এই পাড়ায়,0,normal,0,[]
বান্দরবান লামা আমার নানুর বাড়ি অনেক মিস করি চাকমাদের সাথে কাটানো দিন গুলো,0,normal,0,"['বান', 'দর', 'লামা']"
পরবর্তীতে ব্যাকপ্যাক এর কালার গুলো এরকম উজ্জ্বল ব্যবহার করবেন না এমন কালার ব্যবহার করবেন যাতে জঙ্গলে দেখা না যায়,0,normal,0,[]
অসাধারণ এক্সপ্লোরেশন! ️ নাসাই হুং এর গহিন সৌন্দর্য আর পাহাড়ি জীবনের অভিজ্ঞতা অসাধারণ এক্সপ্লোরেশন! ⛰️ নাসাই হুং এর গহিন সৌন্দর্য আর পাহাড়ি জীবনের অভিজ্ঞতা চোখে জল এনে দেয় 🌿🔥 এমন অ্যাডভেঞ্চার সত্যিই অনুপ্রেরণাদায়ক!চোখে জল এনে দেয় এমন অ্যাডভেঞ্চার সত্যিই অনুপ্রেরণাদায়ক!,0,normal,0,[]
"Walking in the three hill districts, the hill tribes are beautiful brothers destination and learn to be human beings for you",0,normal,0,[]
পাহাড়ি মানুষগুলো যেমন মিশুক তেমনি ভয়ংকর৷ খুব সাবধান থাকবেন সবসময়,0,normal,0,[]
"পাহাড়ে গেলে আর ফিরে আসতে ইচ্ছা করেনা। তিন্দু রিমাক্রি ভ্রমণের অভিজ্ঞতা ছিল। এখনো মনে গেথে আছে। আপনার ভিডিও দেখে মনে হচ্ছে কত কিছুইনা দেখিনি আমার প্রিয় দেশটার। ভাল থাকবেন, শুভকামনা।",0,normal,0,[]
যেহেতু আমার জন্ম বান্দরবানে বর্ষামৌসুমে পাহাড় ভয়ংকর সুন্দর হয়,0,normal,0,"['বান', 'দর']"
আমাদের দেশে একমাএ পাহাড় বান্দরবান সেখানে যদি সব ডিজিটাল হয়ে যায় তাহলে আর পাহাড় থাকবে না।আর থাকবে না একমাএ ভ্রমন জায়গা,0,normal,0,"['বান', 'দর']"
"ক্রানসি পাড়ায় একজন আছে রেঙ্গমিচ্ছ্যা ভাষা জানে , পাড়ার কারবারি",0,normal,0,[]
যাচ্ছি নতুন করে আবার সেই নাসাইহুং এর আগের বার ম্যানহাট দিয়ে দুলু ঝিরি হয়ে ৬৭ পিলার গেছিলাম,0,normal,0,[]
"ভাইরে ভাই, পাহাড়ের এতো ভিতরে মানুষ থাকে কিভাবে।ভাই ওইখানে কি বিদ্যুৎ বা ইন্টারনেট পাওয়া যায় নাকি।",0,normal,0,[]
তারপরও পাহাড়িরা খারাপ তাই না ভাইয়া এত সুন্দর মাচাং ঘরে আশ্রয় দিয়েছে এবং ভাত তরকারি সবই সুবিধার্থে পেয়েছেন। থাকার জন্য জায়গা পেয়েছেন তারপরও পাহাড়িরা যেন খারাপ,0,normal,0,[]
"ডিসেম্বরের ২২ তারিখ দেশে এসে ২৪ তারিখ আন্ধারমানিক ট্যুরে গিয়েছিলাম, আগামীবছর আবার দেশে গেলে ইনশাআল্লাহ সাকা হাফং যাবো। যদি সম্ভব হয় তাহলে নাসাই হুং",0,normal,0,[]
Onek besii interesting bolar bahire Tar teke besi apnader sahos,0,normal,0,[]
ক্রিস্তং রুংরাং যাওয়ার সময় আমাদের গাইড ছিল রেঙওয়ে,0,normal,0,[]
যাতায়াত ব্যবস্থা আর নিরাপত্তা ব্যবস্থা ভালো হলে আমাদের পার্বত্য জেলা গুলো হতে পারত অনেক বড় পর্যটক এলাকা,0,normal,0,[]
Desh amarr ami jedik iccha jabo ora ke atkanor ar keno ami amar desh er shob kona chipay jaite parbo na,0,normal,0,[]
বাংলাদেশের ভূখণ্ডে এতো সুন্দর জায়গা আছে যেখানে পাহাড়ের মাঝ বরাবর ছুটে চলছে স্বচ্ছ পানির ঝিড়ি কত সুন্দর জায়গা,0,normal,0,[]
"অসাধারণ ব্লগ! মামুন ভাই আপনাদের অসংখ্য ধন্যবাদ। আমি বান্দরবান স্বর্ণ মন্দিরের থেকে ভিতরে আরো ১১ বছর আগে প্রায় ৬ মাস ছিলাম। অনেক ছোট থাকার কারণে ভ্রমণ বুঝিনি। তবে অনেক উপভোগ করেছি, ভিষণ মিস করতেছি দৃশ্য গুলো।",0,normal,0,"['বান', 'দর']"
"ছোটবেলায় পাহাড়ে গিয়েছিলাম ফুপাতো ভাইয়ের সাথে ঠিক সেই রকম ফিল পাচ্ছি ঝিড়ি,জংগল সব সেইম। আমাদের গ্রাম থেকে চিম্বুক ২০-২৫কিঃমি হবে।",0,normal,0,[]
"এটি চাকমাদের নয়, মারমা সম্প্রদায়ের পানি উৎসব ‘সাংগ্রাই’; বিজু একদিনের উৎসব, আর সাংগ্রাই সাধারণত ১৪ বা ১৫ তারিখে অনুষ্ঠিত হয়।",0,normal,0,[]
"Eta Chakmader noy, Marmader pani utsob Sangrai; Biju ekdiner utsob, ar Sangrai sadharonoto 14 ba 15 tarikhe hoy.",0,normal,0,[]
"Eta Chakma der na, Marma community er water festival Sangrai; Biju ek diner festival, ar Sangrai 14-15 tarikhe hoy.",0,normal,0,[]
এটি ঢাকার কোনো অনুষ্ঠান নয় এবং ত্রিপুরা সম্প্রদায়েরও নয়; এটি মারমা সম্প্রদায়ের অন্যতম প্রধান উৎসব।,0,normal,0,[]
Eta Dhakar kono onusthan noy ebong Tripura somprodayero noy; eti Marma somprodayer onnotomo prodhan utsob.,0,normal,0,[]
Eta Dhaka te noy ebong Tripura community r o na; eta Marma community r major festival.,0,normal,0,[]
"পানি খেলা মূলত মারমা সম্প্রদায়ের উৎসবের অংশ, চাকমা সম্প্রদায়ের নয়।",0,normal,0,[]
"Pani khela muloto Marma somprodayer utsober ongsho, Chakma somprodayer noy.",0,normal,0,[]
"Pani khela mainly Marma community r festival er part, Chakma der noy.",0,normal,0,[]
জলকেলি সাংগ্রাই উৎসবের অন্যতম আকর্ষণীয় আয়োজন।,0,normal,0,[]
Jolkeli Sangrai utsober onnotomo akorshoniyo ayojon.,0,normal,0,[]
Water play ta Sangrai festival er main attraction gulor moddhe ekta.,0,normal,0,[]
"Sotti oviggota ta chilo osadharon, ja sohoje volar moto noy.",0,normal,0,[]
"Honestly experience ta khub amazing chilo, easily bhola jabe na.",0,normal,0,[]
পাহাড়ি অঞ্চলের ইতিহাস ও প্রাকৃতিক সৌন্দর্য সত্যিই মুগ্ধ করার মতো।,0,normal,0,[]
Pahari oncholer itihash o prakritik soundorjo sotti mugdho korar moto.,0,normal,0,[]
Hill area r history ar natural beauty truly impressive.,0,normal,0,[]
Ami Parbotto jelagulote ekadhikbar vromon korar sujog peyechi.,0,normal,0,[]
Ami hill districts gulo te several times tour korechi.,0,normal,0,[]
"নিজস্ব অভিজ্ঞতা থেকে বলতে পারি, পাহাড়ের প্রাকৃতিক পরিবেশ সত্যিই অনন্য।",0,normal,0,[]
"Nijoshsho oviggota theke bolte pari, paharer prakritik poribesh sotti ononno.",0,normal,0,[]
"Personal experience theke bolte pari, hill area's natural environment unique.",0,normal,0,[]
পাহাড়ি জনগোষ্ঠীর জীবনযাত্রা সমতলের মানুষের তুলনায় অনেকটাই ভিন্ন।,0,normal,0,[]
Pahari jonogosthir jibonjatra somotoler manusher tulonay onektai vhinno.,0,normal,0,[]
Hill communities er lifestyle plain land er manusher cheye different.,0,normal,0,[]
জায়গাটি সুন্দর ও নিরিবিলি হলেও ভ্রমণের সময় সতর্ক থাকা প্রয়োজন।,0,normal,0,[]
Jaygati sundor o niribili holeo vromoner somoy sotorko thaka proyojon.,0,normal,0,[]
"Place ta beautiful and peaceful, but travel korar somoy careful thakte hobe.",0,normal,0,[]
তিন পার্বত্য জেলার মানুষ ও প্রকৃতি ভ্রমণকারীদের জন্য বিশেষ অভিজ্ঞতা এনে দেয়।,0,normal,0,[]
Tin Parbotto jelar manush o prokriti vromonkarider jonno bishesh oviggota ene dey.,0,normal,0,[]
Three hill districts er people and nature travelers der unique experience dey.,0,normal,0,[]
পাহাড়ি মানুষের সরলতা ও আন্তরিকতা ভ্রমণকারীদের মুগ্ধ করে।,0,normal,0,[]
Pahari manusher sorolota o antorikota vromonkarider mugdho kore.,0,normal,0,[]
Hill people der simplicity and hospitality sobar mon joy kore.,0,normal,0,[]
"পাহাড়ের স্মৃতি এখনো মনে দাগ কেটে আছে, তাই আবার সেখানে যেতে ইচ্ছে করে।",0,normal,0,[]
"Paharer smriti ekhono mone dag kete ache, tai abar sekhane jete iccha kore.",0,normal,0,[]
"Hill memories gulo ekhono fresh ache, tai abar visit korte iccha kore.",0,normal,0,[]
বান্দরবানের প্রাকৃতিক সৌন্দর্য দেশের অন্যতম আকর্ষণীয় পর্যটন সম্পদ।,0,normal,0,"['বান', 'দর', 'বানের']"
Bandarbaner prakritik soundorjo desher onnotomo akorshoniyo porjoton sompod.,0,normal,0,[]
Bandarban er natural beauty desher top tourist attraction gulor ekta.,0,normal,0,[]
বাংলাদেশের পাহাড়ি অঞ্চলগুলো প্রাকৃতিক সৌন্দর্যে ভরপুর।,0,normal,0,[]
Bangladesher pahari oncholgulo prakritik soundorje vorpur.,0,normal,0,[]
Bangladesh er hill areas gulo natural beauty te full.,0,normal,0,[]
চট্টগ্রাম থেকে কালাদান নদী পর্যন্ত ক্যাপ্টেন লুইনের অভিযান ইতিহাসের একটি উল্লেখযোগ্য ঘটনা।,0,normal,0,[]
British Captain Lewin kivabe Chattogram theke Kaladan river porjonto expedition korechilen ta really surprising.,0,normal,0,[]
সুবিধাবঞ্চিত পাহাড়ি এলাকায় স্বাস্থ্যসেবা ও শিক্ষাব্যবস্থা আরও শক্তিশালী করা দরকার।,0,normal,0,[]
পার্বত্য চট্টগ্রামের প্রত্যন্ত অঞ্চলে শিক্ষা ও চিকিৎসা সুবিধা নিশ্চিত করার দাবি রয়েছে।,0,normal,0,[]
Sorkarer uchit Parbotto Chattogramer subidhabonchito onchole jothajotho chikitsa o shikkha nishchit kora.,0,normal,0,[]
Government er uchit hill areas e proper healthcare ar education facilities ensure kora.,0,normal,0,[]
আজিজনগর-ছিয়াত্তলি-গজালিয়া-লামা রুটটি প্রাকৃতিক সৌন্দর্যে ভরপুর এবং ট্র্যাকিংয়ের জন্য উপযুক্ত।,0,normal,0,['লামা']
গজালিয়া ও লামা অঞ্চলের পাহাড়ি বনভূমি ট্র্যাকিংপ্রেমীদের কাছে বেশ জনপ্রিয়।,0,normal,0,['লামা']
Aziznagar theke Chhiattoli hoye Gajalia o Lama elakar pahari bonanchol trekking er jonno adorsho.,0,normal,0,[]
Aziznagar theke Lama route er hill forest trekking lovers der jonno perfect destination.,0,normal,0,[]
পালি মেম্বার পাড়ায় কম দামে একটি বড় মোরগ কিনেছিলাম এবং রাতে সেখানে অবস্থান করেছিলাম।,0,normal,0,[]
"Pali Member paray arai keji ojoner ekta morog kom dame kinechilam, tobe sekhane panir shongkot chilo.",0,normal,0,[]
"Pali Member para te low price e ekta rooster kinechilam, but water shortage chilo.",0,normal,0,[]
জঙ্গলে চলাচলের সময় উজ্জ্বল রঙের ব্যাকপ্যাকের পরিবর্তে অপেক্ষাকৃত সাধারণ রঙ ব্যবহার করা সুবিধাজনক।,0,normal,0,[]
"ট্র্যাকিংয়ের ক্ষেত্রে এমন ব্যাকপ্যাক ব্যবহার করা ভালো, যা পরিবেশের সঙ্গে সহজে মিশে যায়।",0,normal,0,[]
Porobortite backpack er jonno beshi ujjol rong byabohar na kore emon rong byabohar kora bhalo ja jongole kom chokhe pore.,0,normal,0,[]
Next time backpack er bright color avoid kore natural shade use korle jungle e less noticeable hobe.,0,normal,0,[]
"তিন্দু ও রিমাক্রি ভ্রমণের স্মৃতি এখনো মনে আছে, পাহাড়ের সৌন্দর্য সত্যিই ভোলার নয়।",0,normal,0,[]
Pahare gele ar fire aste iccha kore na. Tindu-Rimakri vromoner oviggota ekhono mone genthe ache.,0,normal,0,[]
"Hill area te gele back aste mon chay na, Tindu-Rimakri trip er experience ekhono fresh ache.",0,normal,0,[]
বর্ষাকালে বান্দরবানের পাহাড়ের সৌন্দর্য অন্য সময়ের তুলনায় আরও বেশি ফুটে ওঠে।,0,normal,0,"['বান', 'দর', 'বানের']"
বর্ষা মৌসুমে বান্দরবানের পাহাড় প্রকৃতির এক অনন্য রূপ ধারণ করে।,0,normal,0,"['বান', 'দর', 'বানের']"
বান্দরবানে জন্ম হওয়ার কারণে বর্ষার পাহাড়ি সৌন্দর্য কাছ থেকে দেখার সুযোগ পেয়েছি।,0,normal,0,"['বান', 'দর']"
"Amar jonmo Bandarbane, borsha mousume pahar bhoyongkor sundor hoye othe.",0,normal,0,[]
"Bandarban e born howay jani, rainy season e hill scenery really amazing hoy.",0,normal,0,[]
অতিরিক্ত উন্নয়ন পাহাড়ের স্বাভাবিক বৈশিষ্ট্যের ওপর প্রভাব ফেলতে পারে বলে অনেকের আশঙ্কা রয়েছে।,0,normal,0,[]
"বান্দরবানের প্রাকৃতিক পরিবেশ সংরক্ষণ করা জরুরি, যাতে এর সৌন্দর্য অক্ষুণ্ন থাকে।",0,normal,0,"['বান', 'দর', 'বানের']"
"Bandarbaner prakritik soundorjo rokkha kora proyojon, otirikto unnoyon er probhab porte pare.",0,normal,0,[]
Bandarban e excessive development hole natural hill beauty damage hote pare.,0,normal,0,[]
ক্রানসি পাড়ার কারবারি রেঙ্গমিচ্ছ্যা ভাষায় কথা বলতে পারেন।,0,normal,0,[]
Kransi paray ekjon karbari achen jini Rengmichchya vasha janen.,0,normal,0,[]
"Kransi para te ekjon karbari achen, tini Rengmichchya language janen.",0,normal,0,[]
"নাসাইহুংয়ে আবার ভ্রমণে যাওয়ার ইচ্ছা রয়েছে, আগেও ওই পথে গিয়েছিলাম।",0,normal,0,[]
আগের সফরে ম্যানহাট ও দুলু ঝিরি হয়ে ৬৭ পিলার পর্যন্ত পৌঁছেছিলাম।,0,normal,0,[]
নাসাইহুং অঞ্চলের আগের ভ্রমণের স্মৃতি মনে রেখেই আবার সেখানে যাওয়ার প্রস্তুতি চলছে।,0,normal,0,[]
"Abar Nasaihung jawar porikolpona korchi, agerbar Manhat hoye Dulu Jhiri diye 67 Pillar giyechilam.",0,normal,0,[]
"Again Nasaihung trip er plan korchi, last time Manhat ar Dulu Jhiri route diye 67 Pillar giyechilam.",0,normal,0,[]
মাচাং ঘরে থাকার সুযোগ ও খাবারের ব্যবস্থা পাওয়া পাহাড়ি মানুষের অতিথিপরায়ণতার উদাহরণ।,0,normal,0,[]
পাহাড়ি মানুষের আতিথেয়তা ও সহযোগিতা অনেক ভ্রমণকারীর কাছে প্রশংসিত।,0,normal,0,[]
Paharira machang ghore asroy diyeche ebong khabarer byabosthao koreche.,0,normal,0,[]
"Hill people machang house e shelter diyeche ar food arrangement o koreche, eta tader hospitality er proman.",0,normal,0,[]
"ভ্রমণটি যেমন রোমাঞ্চকর, তেমনি এতে অংশ নেওয়ার জন্য অনেক সাহসের প্রয়োজন।",0,normal,0,[]
"Onek beshi interesting oviggota, tar cheyeo beshi proshongshoniyo apnader sahos.",0,normal,0,[]
"Experience ta really interesting, but tar cheye beshi impressive holo apnader courage.",0,normal,0,[]
ক্রিস্তং রুংরাং সফরে রেঙওয়ে আমাদের পথপ্রদর্শকের দায়িত্ব পালন করেছিলেন।,0,normal,0,[]
রেঙওয়ের সহায়তায় আমরা ক্রিস্তং রুংরাং ভ্রমণ সম্পন্ন করেছি।,0,normal,0,[]
ক্রিস্তং রুংরাং যাওয়ার পথে স্থানীয় গাইড হিসেবে রেঙওয়ে ছিলেন।,0,normal,0,[]
Kristong Rungrang jawar somoy amader guide chilen Rengwaye.,0,normal,0,[]
Kristong Rungrang trip e amader guide chilen Rengwaye.,0,normal,0,[]
উন্নত যোগাযোগ ও নিরাপত্তা নিশ্চিত করা গেলে পার্বত্য অঞ্চলে পর্যটন আরও বিকশিত হতো।,0,normal,0,[]
ভালো অবকাঠামো থাকলে পার্বত্য জেলাগুলো পর্যটকদের জন্য আরও আকর্ষণীয় হয়ে উঠত।,0,normal,0,[]
Jatayat byabostha ar nirapotta byabostha bhalo hole Parbotto jelagulo boro porjoton elaka hote parto.,0,normal,0,[]
Transportation ar security system better hole hill districts huge tourist destination hote parto.,0,normal,0,[]
পাহাড় আর স্বচ্ছ ঝিরির সমন্বয়ে দেশের কিছু স্থান অসাধারণ সৌন্দর্যের অধিকারী।,0,normal,0,[]
পাহাড়ের বুক চিরে বয়ে যাওয়া ঝিরিগুলো দেশের প্রাকৃতিক সৌন্দর্যের অন্যতম নিদর্শন।,0,normal,0,[]
"Bangladesher pahari elakay swachchho panir jhiri probahito hoyeche, ja khub sundor.",0,normal,0,[]
Bangladesh e onek beautiful place ache jekhane hill er maj diye crystal clear jhiri boye geche.,0,normal,0,[]
"শৈশবে বান্দরবানের ভেতরের এলাকায় দীর্ঘ সময় কাটিয়েছিলাম, সেই স্মৃতিগুলো এখনো মনে আছে।",0,normal,0,"['বান', 'দর', 'বানের']"
